order_date,order_count,line_count,total_sales,total_profit,total_qty,avg_discount
2016-07-18,3,5,672.418,218.4631,10,0.04
2016-07-19,1,1,2.025,-1.35,1,0.7
2016-07-20,2,10,2693.168,109.84819999999999,41,0.16
2016-07-23,2,3,208.272,74.601,9,0.06666666666666667
2016-07-24,1,4,525.95,174.0094,32,0.0
2016-07-25,4,8,2395.024,200.3711,31,0.1375
2016-07-26,5,7,969.225,-71.34029999999998,24,0.18571428571428572
2016-07-27,1,1,29.97,0.2997,3,0.0
2016-07-30,3,5,443.802,143.9366,23,0.08
2016-07-31,3,5,3712.162,601.8855,26,0.08
2016-08-01,1,2,1011.696,-172.5108,10,0.1
2016-08-02,3,7,1290.478,-37.160499999999985,16,0.1285714285714286
2016-08-05,1,4,72.65,-19.77,16,0.45
2016-08-06,2,5,494.86920000000003,-81.3505,16,0.34400000000000003
2016-08-07,6,8,968.206,245.8333,35,0.07500000000000001
2016-08-08,3,7,840.102,300.0444,17,0.08571428571428573
2016-08-09,5,17,4878.392000000001,1061.5805,55,0.047058823529411764
2016-08-10,3,7,851.4739999999999,85.2067,28,0.08571428571428573
2016-08-11,2,3,196.112,49.7245,7,0.06666666666666667
2016-08-13,6,6,586.896,55.8385,25,0.06666666666666667
2016-08-15,2,3,497.59000000000003,108.5013,12,0.0
2016-08-16,3,13,3378.9320000000002,1.612099999999998,46,0.3153846153846154
2016-08-17,2,5,381.64,0.48239999999999483,25,0.16
2016-08-21,5,16,2827.52,-147.18779999999998,55,0.190625
2016-08-22,2,2,66.632,23.8856,10,0.1
2016-08-23,2,11,1202.278,359.4773,46,0.1272727272727273
2016-08-24,6,14,7194.775000000001,1469.2684,62,0.20714285714285713
2016-08-25,2,5,178.52599999999998,7.6544000000000025,13,0.44000000000000006
2016-08-27,3,5,639.9739999999999,156.9759,13,0.04
2016-08-28,4,10,6491.293,1420.1491999999998,48,0.125
2016-08-29,1,2,246.5,47.0866,9,0.0
2016-08-31,4,7,2601.797,420.4669,34,0.13571428571428573
2016-09-01,2,7,2367.564,751.9428,21,0.08571428571428573
2016-09-03,8,14,1874.898,182.8788,40,0.1
2016-09-04,4,7,1071.284,252.03900000000002,23,0.22857142857142856
2016-09-05,4,9,934.1030000000001,-31.056399999999996,39,0.25555555555555554
2016-09-06,8,10,1005.654,301.3426,30,0.12
2016-09-07,7,14,2922.667,-39.06219999999999,51,0.2357142857142857
2016-09-08,2,3,89.64,20.834400000000002,19,0.0
2016-09-10,7,9,1415.726,283.659,35,0.03333333333333333
2016-09-11,5,13,1962.13,467.95910000000003,52,0.015384615384615385
2016-09-12,3,9,707.824,119.3676,21,0.022222222222222223
2016-09-13,6,14,3445.772,705.9921,54,0.16428571428571428
2016-09-14,5,7,3262.42,720.4735000000001,33,0.08571428571428573
2016-09-15,5,14,2535.85,539.7909999999999,44,0.15
2016-09-16,1,1,31.12,14.6264,4,0.0
2016-09-17,7,23,11525.006,-1194.2832,86,0.23478260869565218
2016-09-18,6,14,3924.32,778.9322,62,0.014285714285714287
2016-09-19,6,6,500.38,194.7992,30,0.0
2016-09-20,5,7,1836.052,-905.3418,37,0.3
2016-09-21,7,20,6982.058,1297.1822,75,0.06
2016-09-22,5,11,1783.504,29.083499999999994,33,0.17272727272727273
2016-09-24,10,19,4220.594,1176.435,70,0.14210526315789473
2016-09-25,11,21,3033.757,858.6825,59,0.16666666666666666
2016-09-26,7,20,3722.273,672.7522,93,0.265
2016-09-27,5,10,2382.958,722.861,42,0.13999999999999999
2016-09-28,4,11,1058.364,287.2722,33,0.13636363636363635
2016-10-01,4,6,1158.414,169.7002,21,0.2333333333333333
2016-10-02,9,15,1269.266,290.7676,62,0.14
2016-10-03,3,6,275.218,-20.209200000000003,14,0.325
2016-10-04,3,4,505.58,63.985,12,0.1
2016-10-05,5,7,851.092,-21.2928,23,0.1857142857142857
2016-10-08,3,3,222.12,-7.664499999999997,10,0.26666666666666666
2016-10-09,5,12,2133.5350000000003,561.5941,48,0.15
2016-10-10,4,5,2248.194,-354.44759999999997,22,0.12000000000000002
2016-10-11,2,3,1011.8955,-378.2781,8,0.21666666666666667
2016-10-12,4,11,2390.758,312.5428,40,0.07272727272727274
2016-10-13,1,2,371.65999999999997,101.18539999999999,10,0.0
2016-10-15,5,8,3219.554,-332.0803,33,0.3125
2016-10-16,1,1,824.97,214.4922,3,0.0
2016-10-17,1,1,77.88,3.894,2,0.0
2016-10-18,2,5,378.494,-155.4814,17,0.24
2016-10-19,4,6,2135.09,633.5718,23,0.13333333333333333
2016-10-20,3,5,720.086,155.3014,21,0.04
2016-10-22,2,2,15.128,-6.768800000000001,5,0.5
2016-10-23,5,15,2262.296,352.1441,59,0.2
2016-10-24,3,5,831.145,-140.5054,24,0.33999999999999997
2016-10-25,4,6,1425.412,96.3891,24,0.06666666666666667
2016-10-26,3,8,1395.333,-59.06619999999998,37,0.2375
2016-10-28,1,4,104.51,36.8692,16,0.0
2016-10-29,1,2,244.24,119.3436,9,0.0
2016-10-30,4,7,2122.044,550.7929,21,0.18571428571428572
2016-10-31,5,17,3211.009,630.5869,67,0.06764705882352942
2016-11-01,7,12,3106.1059999999998,922.0565,35,0.06666666666666667
2016-11-02,7,11,5528.551,759.3803000000001,59,0.17727272727272728
2016-11-03,3,5,2800.846,371.9472,25,0.1
2016-11-05,7,8,834.874,113.243,33,0.2375
2016-11-06,1,2,11.481,-1.0427999999999997,6,0.44999999999999996
2016-11-07,7,14,3073.073,-957.6868000000001,56,0.31428571428571433
2016-11-08,11,27,12196.997,4006.6367,113,0.0962962962962963
2016-11-09,6,13,4620.2919999999995,1442.5109,47,0.015384615384615385
2016-11-10,4,8,3536.904,929.965,25,0.025
2016-11-11,1,2,542.178,163.9204,9,0.05
2016-11-12,4,11,1127.992,23.462500000000006,37,0.2545454545454545
2016-11-13,10,21,3591.0771999999997,205.9851,96,0.1842857142857143
2016-11-14,6,13,2512.71,573.2891,40,0.09230769230769233
2016-11-15,4,8,702.17,-37.52529999999999,47,0.2625
2016-11-16,5,12,4072.334,884.1846,45,0.09999999999999999
2016-11-17,3,11,3885.986,617.7707,47,0.05454545454545456
2016-11-19,3,4,1040.784,283.25960000000003,12,0.05
2016-11-20,13,25,2861.15,-224.60039999999998,102,0.24
2016-11-21,8,21,3613.5748,-209.56779999999998,78,0.26761904761904765
2016-11-22,9,14,614.499,-68.5681,52,0.3
2016-11-23,3,10,3450.1879999999996,960.7959999999999,39,0.12
2016-11-24,3,10,1218.7640000000001,388.796,49,0.06000000000000001
2016-11-25,1,1,13.12,1.476,5,0.2
2016-11-26,3,6,1484.0819999999999,492.1915,27,0.03333333333333333
2016-11-27,8,17,3109.7835,62.72519999999997,60,0.0911764705882353
2016-11-28,8,13,1864.482,118.693,58,0.1846153846153846
2016-11-29,5,10,2760.168,578.8302,43,0.13
2016-11-30,8,15,1798.3970000000002,72.6601,65,0.25333333333333335
2016-12-01,7,14,7130.594,953.109,62,0.08571428571428572
2016-12-03,7,12,1972.645,-105.91659999999997,41,0.2625
2016-12-04,7,16,5185.814,-182.66040000000012,72,0.13125
2016-12-05,8,12,897.322,217.53660000000002,38,0.15
2016-12-06,12,24,6061.502,931.106,110,0.15
2016-12-07,5,9,1338.298,382.4588,29,0.044444444444444446
2016-12-08,4,6,2672.728,342.77450000000005,31,0.13333333333333333
2016-12-09,1,1,34.02,16.6698,3,0.0
2016-12-10,8,20,3080.38,761.9428,70,0.06
2016-12-11,7,18,1590.894,-70.1326,71,0.25555555555555554
2016-12-12,8,14,1448.854,390.1145,47,0.042857142857142864
2016-12-13,4,9,1023.386,175.9253,27,0.044444444444444446
2016-12-14,8,12,858.304,132.4591,28,0.08333333333333333
2016-12-15,4,9,5494.796,-1524.4945,37,0.2111111111111111
2016-12-16,1,1,4.98,2.3406,1,0.0
2016-12-17,3,12,1918.492,327.5589,43,0.11666666666666665
2016-12-18,5,7,935.288,-84.30699999999999,37,0.17142857142857146
2016-12-19,7,14,6120.656,1201.565,52,0.12142857142857144
2016-12-20,8,11,1107.464,66.4668,28,0.15454545454545457
2016-12-21,6,11,3257.7599999999998,679.7548,49,0.20909090909090908
2016-12-22,2,3,473.313,6.6432,13,0.16666666666666666
2016-12-23,1,1,194.32,56.3528,4,0.0
2016-12-24,7,19,7484.566000000001,1414.2555999999997,80,0.2157894736842105
2016-12-25,8,16,4204.968,906.1599,47,0.0625
2016-12-26,4,4,561.486,4.522199999999998,15,0.175
2016-12-27,10,22,5148.4472,82.69459999999998,95,0.13727272727272727
2016-12-28,2,2,79.2,2.9105999999999996,4,0.2
2016-12-29,1,1,6.36,0.0636,2,0.0
2016-12-30,1,5,3251.34,490.6038,18,0.08
2016-12-31,5,11,1381.344,438.4882,49,0.2
2017-01-02,1,2,405.91999999999996,105.541,5,0.0
2017-01-03,3,6,2095.83,386.48600000000005,21,0.10000000000000002
2017-01-04,2,3,1069.22,40.402,11,0.3666666666666667
2017-01-05,1,3,255.904,46.4568,10,0.20000000000000004
2017-01-07,2,3,83.576,8.1391,9,0.26666666666666666
2017-01-08,2,5,1859.1580000000001,449.1403,25,0.22000000000000003
2017-01-09,2,3,743.0459999999999,264.498,16,0.13333333333333333
2017-01-10,2,3,174.75,55.365300000000005,11,0.0
2017-01-11,2,4,149.444,25.083399999999997,22,0.25
2017-01-14,1,2,405.344,64.046,10,0.2
2017-01-15,4,8,701.923,196.1224,26,0.0625
2017-01-16,1,2,102.21799999999999,15.996500000000001,5,0.1
2017-01-17,2,4,1040.55,176.2682,11,0.0
2017-01-21,1,2,1167.056,70.25280000000001,9,0.2
2017-01-22,7,11,917.63,23.530900000000003,48,0.1272727272727273
2017-01-23,2,4,1732.3,474.03679999999997,28,0.0
2017-01-24,1,1,31.36,15.68,4,0.0
2017-01-25,2,6,858.712,-65.8542,24,0.10000000000000002
2017-01-28,1,1,39.68,10.3168,2,0.0
2017-01-30,5,10,3107.316,-284.2246,41,0.22999999999999998
2017-01-31,4,6,1601.5539999999999,747.5398,20,0.06666666666666667
2017-02-01,2,2,161.97,63.2162,9,0.0
2017-02-02,3,5,8996.784,2753.7110000000002,24,0.12
2017-02-03,1,1,866.4,225.264,4,0.0
2017-02-04,3,3,197.868,31.1968,6,0.06666666666666667
2017-02-05,2,15,2994.476,721.2766,55,0.02666666666666667
2017-02-06,1,1,132.224,-18.1808,4,0.2
2017-02-07,3,4,762.142,74.2225,14,0.1
2017-02-08,2,2,1369.476,126.8973,7,0.25
2017-02-09,1,2,121.83,50.73779999999999,5,0.0
2017-02-11,1,1,69.93,0.6993,7,0.0
2017-02-12,1,2,1366.04,182.99800000000002,10,0.0
2017-02-13,1,1,146.82,73.41,3,0.0
2017-02-14,2,5,837.921,30.374700000000004,20,0.06
2017-02-15,1,2,407.072,128.0602,7,0.1
2017-02-16,4,9,1135.638,-71.02680000000001,27,0.17777777777777778
2017-02-19,3,5,392.65999999999997,68.4625,13,0.0
2017-02-20,1,1,16.496,5.5674,2,0.2
2017-02-21,4,11,1524.126,207.6645,42,0.18181818181818182
2017-02-22,2,4,983.17,213.2609,18,0.05
2017-02-23,1,1,57.576,21.591,3,0.2
2017-02-25,1,1,46.72,17.52,5,0.2
2017-02-27,3,3,243.892,71.0836,8,0.19999999999999998
2017-02-28,2,2,147.584,26.5728,13,0.1
2017-03-01,2,5,6285.8060000000005,2267.4251,20,0.12000000000000002
2017-03-03,6,15,7264.422,-383.7433,59,0.14666666666666667
2017-03-04,4,4,315.45,130.24790000000002,10,0.05
2017-03-05,1,2,162.344,49.594300000000004,4,0.2
2017-03-06,2,7,811.303,-389.1555,20,0.6
2017-03-07,1,1,21.072,1.5804,3,0.2
2017-03-08,6,13,2190.81,216.5398,54,0.24615384615384617
2017-03-09,2,5,635.6,212.0786,18,0.0
2017-03-10,5,7,7879.734,745.8323,22,0.14285714285714285
2017-03-11,4,6,896.0219999999999,162.76579999999998,18,0.08333333333333333
2017-03-12,4,7,1694.6419999999998,167.7573,24,0.028571428571428574
2017-03-13,6,20,8866.882,-543.3346,70,0.275
2017-03-14,5,7,669.3679999999999,6.704199999999999,28,0.18857142857142858
2017-03-15,4,7,2356.808,61.35689999999997,37,0.24285714285714288
2017-03-17,4,7,2360.3340000000003,708.7041,21,0.028571428571428574
2017-03-18,2,2,1061.682,-7.760999999999996,6,0.30000000000000004
2017-03-19,3,4,138.68,-105.7262,9,0.35
2017-03-20,4,7,928.311,163.19510000000002,23,0.21428571428571427
2017-03-21,2,5,645.7059999999999,-4.161,13,0.36
2017-03-22,2,2,226.46800000000002,34.0216,9,0.1
2017-03-24,3,4,745.774,-204.0048,10,0.225
2017-03-25,2,2,1346.97,262.4715,8,0.0
2017-03-26,3,5,682.246,20.501699999999996,19,0.12000000000000002
2017-03-27,1,3,92.69999999999999,35.8254,7,0.0
2017-03-28,2,3,125.30000000000001,11.6594,7,0.0
2017-03-29,3,9,2659.339,-8.992899999999999,48,0.2222222222222222
2017-03-30,1,1,11.34,5.5566,1,0.0
2017-03-31,2,3,640.762,-4.970700000000008,11,0.23333333333333336
2017-04-01,7,17,2161.48,485.77099999999996,61,0.052941176470588235
2017-04-02,1,1,1454.9,378.274,5,0.0
2017-04-03,3,4,441.198,66.833,20,0.22499999999999998
2017-04-04,3,6,970.194,256.3547,15,0.03333333333333333
2017-04-05,2,3,1046.3339999999998,-177.3102,14,0.26666666666666666
2017-04-06,1,1,1294.75,336.635,5,0.0
2017-04-07,5,6,1970.574,546.7635,16,0.11666666666666668
2017-04-08,8,18,2906.404,-1680.9997,76,0.13333333333333333
2017-04-09,3,4,1115.197,156.4469,18,0.0875
2017-04-10,4,8,950.594,158.16819999999998,32,0.1625
2017-04-12,4,11,1542.53,59.4319,34,0.1272727272727273
2017-04-13,1,1,6.12,2.8764,3,0.0
2017-04-14,4,5,1466.572,171.6586,20,0.12000000000000002
2017-04-15,4,8,2201.8559999999998,63.0073,33,0.2375
2017-04-16,4,7,9335.086000000001,2434.1032,31,0.05714285714285715
2017-04-17,4,5,421.08500000000004,57.511399999999995,22,0.15
2017-04-18,4,9,2514.538,-61.6424,29,0.16666666666666666
2017-04-19,3,15,1414.132,194.7754,47,0.09333333333333334
2017-04-21,3,6,271.616,-174.74280000000002,31,0.3333333333333333
2017-04-22,5,10,1765.4650000000001,-826.5596,37,0.2
2017-04-23,4,8,720.368,244.18,35,0.15000000000000002
2017-04-24,3,5,1607.1,218.48399999999998,15,0.3
2017-04-25,1,3,108.42,-37.9432,7,0.6
2017-04-26,1,1,434.646,62.7822,3,0.1
2017-04-28,4,5,486.672,27.9565,14,0.27999999999999997
2017-04-30,3,3,142.208,14.999600000000001,12,0.3333333333333333
2017-05-01,2,6,517.866,-75.2426,13,0.21666666666666667
2017-05-02,6,12,1098.136,58.1074,42,0.1416666666666667
2017-05-03,2,9,1099.013,-309.4466,31,0.3888888888888889
2017-05-05,8,12,2701.28,449.31120000000004,40,0.15
2017-05-06,4,7,236.96,49.6633,20,0.2285714285714286
2017-05-07,1,6,4835.976,1322.131,32,0.05000000000000001
2017-05-08,3,7,1340.2440000000001,154.6985,16,0.14285714285714285
2017-05-09,7,12,1283.512,9.50859999999999,48,0.2833333333333334
2017-05-10,3,3,763.0200000000001,-115.75080000000001,6,0.20000000000000004
2017-05-11,1,1,5.98,2.691,1,0.0
2017-05-12,5,7,918.878,367.18829999999997,25,0.028571428571428574
2017-05-14,3,9,455.93,40.857499999999995,37,0.36666666666666664
2017-05-15,4,6,648.9119999999999,273.3048,26,0.18333333333333332
2017-05-16,3,4,880.4599999999999,41.601,20,0.0
2017-05-17,3,9,346.922,16.380900000000004,36,0.35555555555555557
2017-05-18,1,2,122.22,34.8606,6,0.0
2017-05-19,5,9,1582.008,325.799,42,0.044444444444444446
2017-05-20,4,5,2471.913,328.29929999999996,23,0.36
2017-05-21,5,7,2718.2140000000004,271.2109,31,0.31428571428571433
2017-05-22,3,8,1799.2,386.2747,29,0.0625
2017-05-23,4,7,10560.978000000001,1262.1899999999998,23,0.27142857142857146
2017-05-24,2,3,277.756,115.4542,12,0.06666666666666667
2017-05-25,1,3,1311.97,167.6508,15,0.0
2017-05-26,6,18,1975.356,70.63059999999999,58,0.1277777777777778
2017-05-27,3,7,5305.078,989.5656,27,0.19999999999999998
2017-05-28,5,10,2137.324,305.5458,56,0.1
2017-05-29,2,5,1063.185,291.9959,18,0.22000000000000003
2017-05-30,10,25,8090.578,1777.9959000000001,109,0.168
2017-05-31,2,6,438.85900000000004,49.669599999999996,21,0.25
2017-06-02,2,4,157.844,23.579600000000003,19,0.15000000000000002
2017-06-03,1,1,71.088,-1.7772,2,0.2
2017-06-04,3,12,2316.5229999999997,-29.897700000000018,38,0.2583333333333333
2017-06-05,4,8,659.82,121.3312,30,0.07500000000000001
2017-06-06,7,17,6026.312,1049.4815,67,0.058823529411764705
2017-06-07,3,4,51.562,22.9219,13,0.1
2017-06-09,4,4,1688.4720000000002,179.1381,11,0.225
2017-06-10,2,4,1412.3960000000002,-183.5896,19,0.1
2017-06-11,4,8,1623.416,237.9551,40,0.325
2017-06-12,8,22,2962.563,282.5019,94,0.17272727272727273
2017-06-13,3,3,430.43800000000005,114.93530000000001,8,0.06666666666666667
2017-06-14,6,10,3457.099,326.6274,38,0.16499999999999998
2017-06-15,1,1,173.488,54.215,7,0.2
2017-06-16,3,3,147.27499999999998,24.491,9,0.16666666666666666
2017-06-17,7,18,3000.92,277.3227,60,0.06944444444444445
2017-06-18,2,4,541.938,115.9074,9,0.325
2017-06-19,1,1,17.12,8.0464,2,0.0
2017-06-20,6,17,1229.548,153.8827,59,0.12352941176470589
2017-06-21,2,4,577.108,27.759200000000003,14,0.35000000000000003
2017-06-23,4,11,2475.094,345.1115,48,0.018181818181818184
2017-06-24,4,6,5310.952,720.6928,23,0.19999999999999998
2017-06-25,3,6,893.266,-112.1216,20,0.35000000000000003
2017-06-26,9,16,1919.6000000000001,428.856,57,0.025
2017-06-27,2,3,778.7059999999999,17.0654,12,0.2333333333333333
2017-06-28,3,8,877.156,226.2909,20,0.07500000000000001
2017-06-29,1,1,191.88,19.188,6,0.0
2017-06-30,2,3,1352.9499999999998,300.4632,17,0.06666666666666667
2017-07-01,4,8,1724.376,545.6346,25,0.025
2017-07-02,3,4,772.786,37.1906,16,0.175
2017-07-03,3,4,847.6999999999999,242.94580000000002,16,0.05
2017-07-04,2,7,1651.301,293.19010000000003,27,0.07857142857142858
2017-07-07,6,15,3882.2309999999998,1007.9792,59,0.26
2017-07-08,5,11,2616.512,243.60909999999998,41,0.2727272727272727
2017-07-09,1,2,573.286,87.40960000000001,6,0.05
2017-07-10,4,5,895.895,-370.0612,18,0.4
2017-07-12,1,1,95.76,7.182,6,0.2
2017-07-14,10,18,2149.96,350.7695,79,0.1
2017-07-15,2,3,380.2,69.75399999999999,13,0.13333333333333333
2017-07-16,4,12,910.17,-65.54599999999999,44,0.16666666666666666
2017-07-17,5,17,2184.88,625.6817,51,0.023529411764705882
2017-07-18,6,12,2891.858,99.531,46,0.225
2017-07-19,2,8,1536.454,500.51,29,0.025
2017-07-20,1,1,89.95,43.176,5,0.0
2017-07-21,4,9,991.095,205.74800000000002,27,0.26666666666666666
2017-07-22,5,12,1368.048,276.6497,43,0.03333333333333333
2017-07-23,4,10,654.587,-99.43889999999999,31,0.35
2017-07-24,2,2,326.964,52.2436,7,0.05
2017-07-25,10,19,5920.488,1109.2371,90,0.0736842105263158
2017-07-28,4,8,2033.374,-1307.0702,36,0.325
2017-07-29,3,4,819.154,-12.0947,13,0.44999999999999996
2017-07-30,3,4,1770.7759999999998,219.9664,11,0.30000000000000004
2017-07-31,2,5,2174.1580000000004,268.6809,19,0.06000000000000001
2017-08-01,3,4,1124.648,114.5336,8,0.15000000000000002
2017-08-02,1,3,482.584,53.413799999999995,7,0.20000000000000004
2017-08-03,1,2,248.82,61.742999999999995,15,0.0
2017-08-04,3,8,497.90999999999997,98.0654,27,0.17500000000000002
2017-08-05,1,1,197.05,59.115,7,0.0
2017-08-06,3,3,320.38800000000003,67.5102,15,0.06666666666666667
2017-08-07,1,1,179.97,86.3856,3,0.0
2017-08-08,4,7,1115.204,180.92660000000004,25,0.1142857142857143
2017-08-09,2,5,661.3539999999999,67.22460000000001,23,0.4
2017-08-11,1,3,151.82,70.48519999999999,14,0.0
2017-08-12,6,7,3951.9605,14.874599999999973,29,0.19285714285714287
2017-08-13,5,10,731.524,-82.30520000000001,34,0.19
2017-08-14,3,6,923.688,-8.073799999999999,21,0.23333333333333336
2017-08-15,5,10,1680.2659999999998,175.2732,32,0.16999999999999998
2017-08-16,3,3,204.54000000000002,32.7522,10,0.06666666666666667
2017-08-17,1,1,15.712,5.6956,4,0.2
2017-08-18,4,6,496.114,132.1081,26,0.3666666666666667
2017-08-19,1,3,448.792,154.1413,13,0.20000000000000004
2017-08-20,1,1,14.78,3.9906,2,0.0
2017-08-21,5,12,4798.2919999999995,18.43179999999998,64,0.15833333333333335
2017-08-22,6,8,405.35,46.673,24,0.35
2017-08-23,4,16,4187.348,230.88450000000003,73,0.0875
2017-08-26,12,20,4874.298,748.6752,69,0.075
2017-08-27,4,13,767.9110000000001,196.3329,46,0.13076923076923078
2017-08-28,3,6,322.0248,-89.6447,29,0.5033333333333333
2017-08-29,4,9,632.188,-121.17699999999999,37,0.3333333333333333
2017-08-30,2,7,1656.8700000000001,-258.3628,34,0.2857142857142857
2017-08-31,1,1,23.968,2.3968,2,0.2
2017-09-01,6,20,5766.152,1896.7402,65,0.065
2017-09-02,10,26,6792.193,750.1167,101,0.21153846153846154
2017-09-03,9,13,2365.596,-755.7506,59,0.23076923076923078
2017-09-04,8,18,4532.0419999999995,1464.5007999999998,60,0.07777777777777778
2017-09-05,19,38,5226.348,425.51540000000006,145,0.21052631578947367
2017-09-06,5,8,1313.536,204.6418,23,0.2125
2017-09-08,10,21,4493.9836000000005,-375.6300000000001,67,0.16285714285714287
2017-09-09,3,3,84.992,12.161600000000004,10,0.3333333333333333
2017-09-10,6,11,2094.324,250.43040000000002,35,0.13636363636363635
2017-09-11,9,17,6501.586,1353.6502,67,0.20588235294117646
2017-09-12,6,15,2043.792,452.80740000000003,47,0.09333333333333334
2017-09-13,1,10,2374.73,696.2947,46,0.0
2017-09-14,2,3,1137.338,396.3846,9,0.06666666666666667
2017-09-15,5,7,2101.1820000000002,601.9099000000001,27,0.1142857142857143
2017-09-16,3,4,425.88599999999997,28.4618,10,0.0375
2017-09-17,9,14,2043.126,492.82030000000003,44,0.07142857142857142
2017-09-18,8,15,4751.082,359.346,46,0.15
2017-09-19,9,16,3839.312,936.4,59,0.10625000000000001
2017-09-20,5,10,1232.004,377.3806,34,0.08
2017-09-22,11,14,615.57,156.2421,64,0.15
2017-09-23,7,13,1322.145,92.7765,51,0.16153846153846155
2017-09-24,8,12,2286.05,-556.9555,47,0.14166666666666666
2017-09-25,8,20,3443.091,335.5552,73,0.14750000000000002
2017-09-26,10,17,2698.1665,-415.53189999999995,58,0.20882352941176469
2017-09-27,4,5,1992.9858,-88.5602,18,0.244
2017-09-28,1,1,99.136,30.98,4,0.2
2017-09-29,8,10,1307.792,235.4062,40,0.08
2017-09-30,2,2,525.884,-29.436600000000002,7,0.5
2017-10-01,5,8,781.414,-42.7895,28,0.2375
2017-10-02,3,7,18452.972,8738.797100000002,27,0.09999999999999999
2017-10-03,4,7,1680.696,224.53379999999999,23,0.15714285714285717
2017-10-04,4,7,5912.782,2658.3198,28,0.1285714285714286
2017-10-06,2,5,830.4000000000001,-947.1071000000001,24,0.45999999999999996
2017-10-07,5,5,973.712,79.408,21,0.12000000000000002
2017-10-08,4,4,561.5360000000001,-51.990399999999994,21,0.25
2017-10-09,3,5,546.92,-34.4084,15,0.24000000000000005
2017-10-10,3,7,282.75300000000004,-219.8989,16,0.4857142857142857
2017-10-11,1,2,33.064,4.133,5,0.2
2017-10-13,4,19,1650.618,-397.06269999999995,77,0.15263157894736845
2017-10-14,4,10,3335.888,981.537,29,0.12000000000000002
2017-10-15,3,13,1620.15,598.9409999999999,63,0.015384615384615385
2017-10-16,1,1,142.182,-37.9152,1,0.4
2017-10-17,4,6,2953.346,1160.731,19,0.05833333333333333
2017-10-18,1,1,307.92,-34.641,5,0.2
2017-10-20,6,10,946.174,127.6613,42,0.13
2017-10-21,12,21,7951.592,1763.4706,91,0.11904761904761904
2017-10-22,3,5,188.28,57.2658,16,0.0
2017-10-23,3,4,467.42199999999997,192.20020000000002,25,0.2
2017-10-24,5,6,1365.498,314.03589999999997,18,0.06666666666666667
2017-10-25,1,1,783.96,78.396,5,0.2
2017-10-27,5,9,978.7900000000001,237.815,40,0.07777777777777778
2017-10-28,8,17,2899.0209999999997,255.01780000000002,70,0.1823529411764706
2017-10-29,3,4,131.154,39.4184,12,0.05
2017-10-30,3,4,159.002,46.9478,12,0.05
2017-10-31,5,8,3750.4990000000003,450.3262,34,0.0875
2017-11-01,3,4,453.374,149.3042,17,0.1
2017-11-03,8,24,3802.7960000000003,696.3602000000001,97,0.1125
2017-11-04,10,20,3888.8179999999998,-57.334900000000005,78,0.2
2017-11-05,9,19,4266.8988,62.055100000000024,71,0.19052631578947368
2017-11-06,3,7,773.2560000000001,60.8782,16,0.14285714285714285
2017-11-07,11,19,3810.464,635.1252,57,0.11578947368421054
2017-11-08,1,2,993.9000000000001,261.49559999999997,5,0.0
2017-11-09,1,1,479.97,177.5889,3,0.0
2017-11-10,14,35,4723.478,1081.5284,144,0.12857142857142856
2017-11-11,9,19,4944.296,496.0179,66,0.13157894736842105
2017-11-12,5,16,4914.938,170.3252,73,0.24375
2017-11-13,9,13,2945.138,789.1702,47,0.09230769230769233
2017-11-14,9,16,2774.0620000000004,424.111,42,0.1125
2017-11-15,4,5,2145.718,262.99010000000004,17,0.2
2017-11-16,2,2,36.72,16.156,10,0.1
2017-11-17,3,4,142.684,28.9717,15,0.15000000000000002
2017-11-18,8,12,3958.9320000000002,781.102,40,0.125
2017-11-19,7,18,638.462,111.7505,69,0.21111111111111114
2017-11-20,10,22,3070.333,508.7926,87,0.20909090909090908
2017-11-21,7,12,1176.891,150.9536,42,0.18333333333333335
2017-11-22,4,10,317.044,80.365,44,0.26
2017-11-23,1,3,100.61599999999999,18.6496,14,0.20000000000000004
2017-11-24,13,27,6394.5380000000005,1246.1061,94,0.13333333333333333
2017-11-25,7,12,7978.551,-6247.3969,53,0.16666666666666666
2017-11-26,9,16,8329.743,1776.8757,77,0.171875
2017-11-27,8,14,1651.239,209.4244,57,0.11071428571428572
2017-11-28,4,11,3428.372,320.30299999999994,48,0.22727272727272727
2017-11-29,2,2,300.592,-285.9254,6,0.4
2017-11-30,2,5,970.142,85.6643,17,0.04
2017-12-01,12,23,7365.455,1652.8648,89,0.09130434782608696
2017-12-02,7,17,4684.616,992.4431999999999,78,0.08941176470588236
2017-12-03,6,16,5269.816,1065.8562,60,0.109375
2017-12-04,4,9,944.2860000000001,146.7888,24,0.044444444444444446
2017-12-05,10,16,5267.004,1468.7368999999999,70,0.037500000000000006
2017-12-06,4,18,3878.276,1017.2351,93,0.12222222222222223
2017-12-08,8,15,4709.095,146.9703,65,0.16666666666666666
2017-12-09,9,17,1855.483,340.0393,58,0.18823529411764706
2017-12-10,8,14,3459.71,1020.2983,64,0.042857142857142864
2017-12-11,9,28,6102.25,425.9722,112,0.14642857142857144
2017-12-12,5,13,1981.115,482.0632,61,0.06923076923076922
2017-12-13,3,4,1194.088,72.15540000000001,13,0.1
2017-12-14,3,9,828.654,315.5413,35,0.044444444444444446
2017-12-15,5,7,2637.087,27.61860000000001,19,0.19999999999999998
2017-12-16,5,5,628.5419999999999,8.4637,20,0.24000000000000005
2017-12-17,5,7,12185.134,4653.9969,38,0.14285714285714285
